0.109345,0.097091,0.062945
0.368136,0.332655,0.244178
0.169874,0.181001,0.336973
0.106695,0.133966,0.068290
0.246694,0.231041,0.434781
0.303188,0.417094,0.453216
0.385310,0.305303,0.066838
0.130361,0.112836,0.381517
0.280349,0.184678,0.129198
0.084964,0.063217,0.138328
0.322794,0.429537,0.106134
0.449685,0.421374,0.076933
0.076898,0.058956,0.275967
0.134530,0.223096,0.094080
0.204348,0.123819,0.051462
0.553395,0.590083,0.089090
0.295450,0.187583,0.294168
0.133494,0.184995,0.385290
0.829743,0.880151,0.914866
0.558272,0.589953,0.637026
0.344691,0.364934,0.397603
0.180900,0.190617,0.206712
0.083374,0.088212,0.097535
0.030026,0.031524,0.035061
